year,rating,country_clean,iso3,country_name,CC.EST,GE.EST,RQ.EST,RL.EST,NY.GDP.MKTP.KD.ZG,BN.CAB.XOKA.GD.ZS,NE.TRD.GNFS.ZS,GGSB_NPGDP,GGXWDG_NGDP,PCPI,REER_IX_RY2010_ACW_RCPI
2015,BBB,Andorra,AND,Andorra,1.15172910690308,1.74073541164398,0.898378431797028,1.51319181919098,1.43414039522716,,,,40.955,94.737,
2016,BBB,Andorra,AND,Andorra,1.15941143035889,1.80540561676025,0.860476732254028,1.51293611526489,3.70967806978986,,,,39.773,94.337,
2017,BBB,Andorra,AND,Andorra,1.17178130149841,1.87694644927979,1.20018458366394,1.53556883335114,0.346071889630295,,,,37.854,96.777,
2018,BBB+,Andorra,AND,Andorra,1.17894005775452,1.87921941280365,1.18732905387878,1.53650796413422,1.58876549046354,,,,36.344,97.741,
2019,BBB+,Andorra,AND,Andorra,1.17618942260742,1.85192060470581,1.22192621231079,1.51021492481232,2.01554763848308,18.0104652921679,,,35.365,98.259,
2020,BBB+,Andorra,AND,Andorra,1.26545393466949,1.7492413520813,1.33542132377625,1.61518156528473,-11.1839399355384,15.5264238134716,,,46.353,98.35,
2021,BBB+,Andorra,AND,Andorra,1.2796870470047,1.74892807006836,1.35934960842133,1.64205121994019,8.28677879049404,15.0217984709598,,,48.614,99.999,
2022,A-,Andorra,AND,Andorra,1.27027237415314,1.49526071548462,1.39833402633667,1.48548305034637,9.56461225648184,11.6434481524489,,,38.907,106.202,
2023,A-,Andorra,AND,Andorra,1.25135612487793,1.4754387140274,1.35054576396942,1.47689890861511,2.58355480961319,14.2213295948545,,,35.467,112.157,
2024,A-,Andorra,AND,,,,,,,,,,33.234,115.604,
2025,A-,Andorra,AND,,,,,,,,,,31.725,118.127,
2012,BB-,Angola,AGO,Angola,-1.30240142345428,-0.988945424556732,-0.990437567234039,-1.30477690696716,8.50312283866612,9.64052717140429,81.9394785486361,-9.226,23.805,116.454,
2013,BB-,Angola,AGO,Angola,-1.33697164058685,-1.24288654327393,-1.0416704416275,-1.29094779491425,4.88306129688392,5.47217516826916,77.3498013716078,-11.368,29.473,126.681,
2014,BB-,Angola,AGO,Angola,-1.45822596549988,-1.05657386779785,-0.860683441162109,-1.07495403289795,4.65572356315585,-2.4421772584791,69.5801424481147,-13.945,35.274,135.927,
2015,B+,Angola,AGO,Angola,-1.42772650718689,-0.929087340831757,-0.8636714220047,-1.03065872192383,0.763177710914789,-10.018075447644,54.9793808779835,-4.499,50.386,148.377,
2016,B,Angola,AGO,Angola,-1.48399043083191,-0.971493542194366,-0.969250917434692,-1.00395023822784,-1.70053036291208,-5.15244763778543,47.0155661405313,-5.14,66.67,193.92,
2017,B,Angola,AGO,Angola,-1.44517171382904,-0.951988995075226,-1.04546654224396,-1.03998208045959,-0.149396225571834,-0.750047560666891,45.6643423539921,-6.897,60.492,251.795,
2018,B,Angola,AGO,Angola,-1.19948387145996,-1.00525164604187,-0.8006831407547,-1.00106203556061,-0.59441122698307,8.26988653763387,58.916480075976,1.331,82.541,301.218,
2019,B,Angola,AGO,Angola,-1.05461812019348,-1.1284898519516,-0.833844542503357,-1.02354824542999,-0.204680245744115,6.36332599336486,60.7148243336685,0.506,101.373,352.664,
2020,CCC,Angola,AGO,Angola,-0.93506121635437,-1.25748455524445,-0.856853485107422,-0.951058804988861,-4.04244724639663,1.48153175557465,54.3442286847189,0.073,119.145,431.227,
2021,CCC,Angola,AGO,Angola,-0.649475812911987,-1.1263599395752,-0.670014679431915,-0.983753621578217,2.10275251923413,10.557440687931,61.5262136695806,3.347,74.292,542.334,
2022,B-,Angola,AGO,Angola,-0.612375736236572,-1.02603423595428,-0.606698572635651,-1.02203571796417,4.21600258475137,8.96477515056049,55.2547732713835,0.52,56.108,658.179,
2023,B-,Angola,AGO,Angola,-0.60992020368576,-1.00890958309174,-0.761388182640076,-1.09906601905823,1.26330814020108,3.90508703150085,53.033483632308,-1.606,72.41,747.946,
2024,B-,Angola,AGO,,,,,,,,,-1.526,59.913,959.105,
2025,B-,Angola,AGO,,,,,,,,,-3.155,62.366,1166.604,
2012,CC,Argentina,ARG,Argentina,-0.445909202098846,-0.206967011094093,-0.897686779499054,-0.623034238815308,-1.0264204544321,-0.39159512386959,30.5265423717108,-3.471,40.436,78.603,
2013,CC,Argentina,ARG,Argentina,-0.434306710958481,-0.254236966371536,-0.928134799003601,-0.656328618526459,2.40532378079436,-2.37749566620572,29.3339290021037,-4.03,43.496,86.95,
2014,RD,Argentina,ARG,Argentina,-0.549791395664215,-0.111114293336868,-1.0661495923996,-0.866627335548401,-2.51261532081394,-1.74400211981355,28.4067936452275,-3.833,44.697,,
2015,RD,Argentina,ARG,Argentina,-0.581265270709991,-0.0494756102561951,-0.898022353649139,-0.74863588809967,2.73115982828944,-2.96292666513533,22.4862260889792,-6.476,52.563,,
2016,B,Argentina,ARG,Argentina,-0.299235552549362,0.218796372413635,-0.347571164369583,-0.320159524679184,-2.08032784377811,-2.70922168361454,26.0938878488799,-6.809,53.06,168.27,
2017,B,Argentina,ARG,Argentina,-0.309002459049225,0.135085612535477,-0.196430206298828,-0.237312033772469,2.81850297775918,-4.8399592180739,25.2896011376779,-7.165,57.028,211.473,
2018,B,Argentina,ARG,Argentina,-0.0992739275097847,0.0280606187880039,-0.195977628231049,-0.219330430030823,-2.61739646282038,-5.16055257152294,30.7625359549926,-4.567,85.246,283.959,
2019,CC,Argentina,ARG,Argentina,-0.107116244733334,-0.120795331895351,-0.453079700469971,-0.427360445261002,-2.00086100285785,-0.779998447561847,32.6306150458499,-3.534,89.84,436.015,
2020,CCC,Argentina,ARG,Argentina,-0.163570061326027,-0.254261821508408,-0.498344272375107,-0.486265957355499,-9.9004848136464,0.696935361136029,30.203698807416,-4.585,103.816,619.207,
2021,CCC,Argentina,ARG,Argentina,-0.422596842050552,-0.390557259321213,-0.631172716617584,-0.477947890758514,10.4418119882506,1.36154422203441,33.078689567466,-3.661,81.043,918.961,
2022,CCC-,Argentina,ARG,Argentina,-0.447221606969833,-0.28348970413208,-0.697565734386444,-0.482351809740067,6.02074537534855,-0.62525456692328,31.5801792606256,-4.998,84.303,1584.572,
2023,CC,Argentina,ARG,Argentina,-0.360883951187134,-0.377517342567444,-0.482535392045975,-0.410826534032822,-1.85578803046339,-3.1951463789585,26.6769512482215,-5.447,154.601,3699.8,
2024,CC,Argentina,ARG,,,,,,,,,1.555,84.653,11835.086,
2025,CC,Argentina,ARG,,,,,,,,,1.503,78.841,16718.563,
2012,BB-,Armenia,ARM,Armenia,-0.588001489639282,-0.0323866233229637,0.334273397922516,-0.418281972408295,7.20000000096486,-9.96233164214969,75.9616759606704,,41.225,88.549,95.0621861294832
2013,BB-,Armenia,ARM,Armenia,-0.53053343296051,0.0783172845840454,0.23518268764019,-0.340888947248459,3.3,-7.31624657065382,77.5550481598824,,41.598,93.609,96.8466121437537
2014,BB-,Armenia,ARM,Armenia,-0.565446794033051,-0.257329761981964,0.15851990878582,-0.417726755142212,3.60000000058993,-7.76786633240123,75.778866962639,,43.631,96.436,100.977963217088
2015,B+,Armenia,ARM,Armenia,-0.609746634960175,-0.331789612770081,0.189176842570305,-0.462551325559616,3.19999999896625,-2.66180705584757,71.6820743427575,,48.276,100.0,103.999589320565
2016,B+,Armenia,ARM,Armenia,-0.659795224666595,-0.31255441904068,0.20515838265419,-0.160894498229027,0.199999999825991,-0.956577968660226,76.0779674593548,,56.476,98.576,102.619730609786
2017,B+,Armenia,ARM,Armenia,-0.637015163898468,-0.251550018787384,0.228397324681282,-0.209393918514252,7.50000000164144,-1.26072402014699,87.202376539837,,58.093,99.502,99.3139610504646
2018,B+,Armenia,ARM,Armenia,-0.409369438886642,-0.170582666993141,0.350590288639069,-0.197214365005493,5.19999999965324,-7.2281230237955,92.473107021212,,56.069,102.003,98.8936361547353
2019,BB-,Armenia,ARM,Armenia,-0.227039858698845,-0.226045966148376,0.242604270577431,-0.177464514970779,7.59999999853918,-7.05686573000043,97.847004865327,,54.152,103.488,102.395296243955
2020,B+,Armenia,ARM,Armenia,-0.003474973840639,-0.304547429084778,0.238748028874397,-0.125831425189972,-7.19999999920631,-3.99777390668492,70.1213571368789,,67.271,104.993,102.275929489048
2021,B+,Armenia,ARM,Armenia,0.0486846454441547,-0.282197445631027,0.131828442215919,-0.119838461279869,5.80000000065645,-3.39629418665849,79.2489057647112,,63.649,112.815,100.257337421002
2022,B+,Armenia,ARM,Armenia,0.0279071740806103,-0.314792364835739,-0.0190788023173809,-0.169515803456306,12.5999999997766,0.737867280509602,103.878629213508,,49.279,122.719,117.618312299952
2023,BB-,Armenia,ARM,Armenia,0.0583996474742889,-0.184129968285561,0.047635018825531,-0.122017979621887,8.29999999959539,-2.77026594121126,123.418750077627,,50.449,125.183,126.466911417889
2024,BB-,Armenia,ARM,,,,,,,,,,49.961,125.655,122.357982473109
2025,BB-,Armenia,ARM,,,,,,,,,,53.439,129.839,118.390981490815
2012,BBB,Aruba,ABW,Aruba,1.09523594379425,1.24758815765381,1.40213143825531,1.30978834629059,-1.04079988436683,3.47345127544661,156.645197205944,,65.533,95.153,
2013,BBB,Aruba,ABW,Aruba,1.11960065364838,1.22108125686646,1.42087960243225,1.29263317584991,6.43146080719245,-11.813208837986,155.731904417046,,70.032,92.896,
2014,BBB-,Aruba,ABW,Aruba,1.01400101184845,0.887494266033173,1.24536085128784,1.0364248752594,1.42609864257801,-4.65857687581843,156.491052766236,,77.709,93.288,
2015,BBB-,Aruba,ABW,Aruba,1.24830114841461,0.847599267959595,1.35814249515533,1.22713792324066,3.61147995361162,3.99414243924537,140.493001133496,,74.177,93.729,
2016,BBB-,Aruba,ABW,Aruba,1.23269331455231,0.852905750274658,1.33574497699738,1.2266480922699,1.23433537363427,4.7317741972835,136.887263320827,,75.387,92.858,
2017,BBB-,Aruba,ABW,Aruba,1.23961400985718,0.875969707965851,1.18148112297058,1.29584264755249,3.49342985290626,1.1197958543778,138.716620095236,,75.825,91.903,
2018,BBB-,Aruba,ABW,Aruba,1.20740139484406,1.01341271400452,0.846328258514404,1.25965404510498,3.21247111920076,-0.59136646769686,138.824972245657,,73.31,95.235,
2019,BBB-,Aruba,ABW,Aruba,1.17443084716797,0.987693905830383,0.846234202384949,1.22834599018097,1.22511225158814,2.53380248998849,137.9619293134,,72.086,98.985,
2020,BB,Aruba,ABW,Aruba,1.1988273859024,1.07495975494385,0.914808511734009,1.27059960365295,-23.8979898352395,-12.8046064501285,122.723738046404,,117.028,97.687,
2021,BB,Aruba,ABW,Aruba,0.800938904285431,1.08387625217438,0.93955534696579,1.24666583538055,14.7306159219273,2.75111908453426,139.917797708768,,110.656,98.413,
2022,BB,Aruba,ABW,Aruba,0.756486594676971,1.10521340370178,0.967042565345764,1.27802610397339,10.6364309604414,6.93602302823432,160.634546418015,,97.752,103.848,
2023,BB+,Aruba,ABW,Aruba,0.709075331687927,0.795440852642059,0.946606338024139,1.27020680904388,7.70679839650956,5.07202388667267,159.018596924652,,82.463,107.34,
2024,BB+,Aruba,ABW,,,,,,,,,,70.163,109.178,
2025,BB+,Aruba,ABW,,,,,,,,,,67.129,110.019,
2012,AAA,Australia,AUS,Australia,1.97750723361969,1.61314845085144,1.77889716625214,1.75977957248688,3.95247138119184,-4.42917293903347,43.0198495527558,-3.791,27.521,101.0,109.023250803049
2013,AAA,Australia,AUS,Australia,1.77783310413361,1.632453083992,1.79121994972229,1.77010083198547,2.65445302592404,-3.24439256531684,41.100511881056,-3.355,30.467,103.475,103.475489790213
2014,AAA,Australia,AUS,Australia,1.84927213191986,1.60089492797852,1.85737347602844,1.91863083839417,2.60118978187332,-3.07921525285017,42.2993095385282,-3.385,34.036,106.075,98.340743220802
2015,AAA,Australia,AUS,Australia,1.84130811691284,1.53325247764587,1.77741026878357,1.79032063484192,2.16434780647852,-4.2950643949091,41.4947506939901,-3.226,37.726,107.65,89.8198713821337
2016,AAA,Australia,AUS,Australia,1.77225196361542,1.53218841552734,1.88573145866394,1.7166656255722,2.75564065529868,-3.60213104879026,40.813402217321,-2.878,40.621,109.025,91.0016515125418
2017,AAA,Australia,AUS,Australia,1.75297474861145,1.49838602542877,1.92300236225128,1.64595770835876,2.29331030192918,-2.98964043581753,42.0354135251854,-2.202,41.196,111.2,93.7822026508352
2018,AAA,Australia,AUS,Australia,1.7674548625946,1.55598998069763,1.89657723903656,1.67466557025909,2.87417039499501,-2.55162485886958,43.5732253645218,-1.701,41.758,113.35,89.9643899948715
2019,AAA,Australia,AUS,Australia,1.78807365894318,1.53869080543518,1.86464607715607,1.69461703300476,2.19401703622717,-0.0206271927491188,46.0016827052171,-4.665,46.72,115.125,86.0254828716703
2020,AAA,Australia,AUS,Australia,1.63298058509827,1.57335329055786,1.81394696235657,1.61500358581543,-0.133531904304775,1.86741781543883,44.499564103879,-8.41,57.077,116.15,85.3260875208095
2021,AAA,Australia,AUS,Australia,1.70738875865936,1.47172200679779,1.83118271827698,1.63855969905853,2.00694844335034,2.62544820701792,40.2022359390595,-6.277,55.516,119.425,90.5345821451727
2022,AAA,Australia,AUS,Australia,1.76436710357666,1.52843272686005,1.89489328861237,1.5088187456131,4.25304559238732,0.374773982764545,45.6946418805752,-2.791,50.213,127.375,91.1017294612699
2023,AAA,Australia,AUS,Australia,1.78120493888855,1.58987963199615,1.94220554828644,1.52318394184113,3.58382100798981,-0.234060559907305,49.044339318428,-2.198,49.582,134.5,90.3635609052562
2024,AAA,Australia,AUS,,,,,,,,,-3.146,50.715,138.8,92.0443878044454
2025,AAA,Australia,AUS,,,,,,,,,-3.544,51.037,142.376,89.8651159070501
2012,AAA,Austria,AUT,Austria,1.42725443840027,1.56018972396851,1.51716470718384,1.85712373256683,0.628246239479637,1.51000017550336,105.840791389706,-2.114,82.935,116.33,98.3903233780106
2013,AAA,Austria,AUT,Austria,1.53727698326111,1.57137954235077,1.48221373558044,1.83409059047699,-0.250726423318454,1.75299233450364,104.985374015367,-2.035,82.431,118.794,100.501988795937
2014,AAA,Austria,AUT,Austria,1.46650183200836,1.5529956817627,1.48217010498047,1.93843615055084,0.755798850316665,2.31393875506259,104.49673998926,0.038,85.21,120.535,101.819593626879
2015,AA+,Austria,AUT,Austria,1.47204375267029,1.4509791135788,1.3904470205307,1.81477534770966,1.30352331826198,1.58832680063968,103.11758174626,0.576,85.615,121.511,98.3319978317049
2016,AA+,Austria,AUT,Austria,1.49688053131104,1.47481060028076,1.42889010906219,1.76146185398102,2.11721964494312,2.57148776968199,101.573494597172,-1.104,83.419,122.693,99.8763633709853
2017,AA+,Austria,AUT,Austria,1.50082015991211,1.46775150299072,1.42786145210266,1.8003545999527,2.27224992038207,1.24444591726667,105.556066755438,-0.828,79.057,125.427,100.987452657183
2018,AA+,Austria,AUT,Austria,1.56858718395233,1.45611667633057,1.5240364074707,1.85348308086395,2.48422114080024,0.908176708238317,108.377969971828,-0.28,74.586,128.088,102.84544134588
2019,AA+,Austria,AUT,Austria,1.52132439613342,1.49212622642517,1.44640731811523,1.86229813098907,1.75497619649288,2.38423045289808,108.207284904426,0.195,71.006,129.999,101.731393113773
2020,AA+,Austria,AUT,Austria,1.47770941257477,1.60586321353912,1.39522731304169,1.77060890197754,-6.31825509209936,3.3513779974929,99.9482141095975,-7.134,83.183,131.809,103.67973137731
2021,AA+,Austria,AUT,Austria,1.24272727966309,1.52829468250275,1.34041571617126,1.75175452232361,4.92309171717903,1.71590187553909,111.032932124165,-4.816,82.395,135.446,103.996554047782
2022,AA+,Austria,AUT,Austria,1.25858676433563,1.46492278575897,1.28319978713989,1.70427322387695,5.33096379400371,-0.826550284589038,123.579578652902,-4.399,78.376,147.121,102.74743511618
2023,AA+,Austria,AUT,Austria,1.1336532831192,1.32668149471283,1.36136972904205,1.74656546115875,-0.786244288594673,1.31277352992302,115.152914822732,-2.976,78.508,158.466,106.649480737892
2024,AA+,Austria,AUT,,,,,,,,,-4.157,80.789,163.089,107.645219825051
2025,AA+,Austria,AUT,,,,,,,,,-3.631,82.025,168.899,110.054348501552
2012,BBB-,Azerbaijan,AZE,Azerbaijan,-1.14269411563873,-0.790763437747955,-0.488716810941696,-0.879532694816589,2.20293891708398,21.4925357741895,78.263069540422,,5.831,178.6,
2013,BBB-,Azerbaijan,AZE,Azerbaijan,-0.970754623413086,-0.452178388834,-0.425340503454208,-0.756260693073273,5.84341590483928,16.4935876692396,74.6758447629851,,6.179,182.9,
2014,BBB-,Azerbaijan,AZE,Azerbaijan,-1.02282762527466,-0.313590198755264,-0.26849365234375,-0.697012007236481,2.79758521448559,13.5683574038086,69.4832251953347,,8.533,185.4,
2015,BBB-,Azerbaijan,AZE,Azerbaijan,-0.952573180198669,-0.258792459964752,-0.37079980969429,-0.716544568538666,1.04954641215085,-0.419198909856565,72.6015079073189,,17.98,192.89,
2016,BB+,Azerbaijan,AZE,Azerbaijan,-0.852637350559235,-0.159376382827759,-0.395615547895432,-0.539356291294098,-3.06359842251706,-3.60050733417184,90.0773187345677,,20.608,216.9,
2017,BB+,Azerbaijan,AZE,Azerbaijan,-0.906532645225525,-0.171380609273911,-0.372420430183411,-0.58492249250412,0.153614661745507,4.12208960991814,90.4023156823216,,22.509,244.96,
2018,BB+,Azerbaijan,AZE,Azerbaijan,-0.853233695030212,-0.145130529999733,-0.314388334751129,-0.619800806045532,1.50040167167313,12.6823769245212,91.6725765369825,,18.685,250.5,
2019,BB+,Azerbaijan,AZE,Azerbaijan,-0.849681973457336,-0.128162756562233,-0.223895654082298,-0.610428035259247,2.47980879185565,8.70455620187564,85.8181454084561,,17.656,257.0,
2020,BB+,Azerbaijan,AZE,Azerbaijan,-1.07807588577271,-0.15526370704174,-0.336040139198303,-0.729642748832703,-4.19896065333343,-0.740874280795446,72.0178676487811,,21.327,264.1,
2021,BB+,Azerbaijan,AZE,Azerbaijan,-0.847890377044678,0.213475212454796,-0.0650539621710777,-0.606765031814575,5.61644027150554,14.9620003998682,76.286865687015,,26.349,281.7,
2022,BB+,Azerbaijan,AZE,Azerbaijan,-1.04090738296509,-0.0412070974707603,-0.103344202041626,-0.625552177429199,4.71468033247649,29.7916946512237,86.9822732541779,,17.324,320.74,
2023,BB+,Azerbaijan,AZE,Azerbaijan,-1.19547140598297,-0.0326422192156315,-0.108809567987919,-0.566586077213287,1.35447749115767,11.5001296207861,83.5358861156321,,21.807,348.906,
2024,BBB-,Azerbaijan,AZE,,,,,,,,,,21.672,356.634,
2025,BBB-,Azerbaijan,AZE,,,,,,,,,,22.387,376.962,
2012,BBB,Bahrain,BHR,Bahrain,0.366530209779739,0.523878991603851,0.684159576892853,0.253650158643723,3.80302899043062,8.06539982681225,178.824020821684,,34.833,86.082,95.7023325934635
2013,BBB,Bahrain,BHR,Bahrain,0.425915956497192,0.563222289085388,0.602282524108887,0.326326549053192,5.29262224906203,7.12443578913414,184.58950884485,,42.27,88.924,97.6143663217978
2014,BBB,Bahrain,BHR,Bahrain,0.273115307092667,0.543822586536407,0.704518795013428,0.413116037845612,4.30885692657077,4.38061668747352,168.57585814186,,42.63,91.277,98.9177341994936
2015,BBB-,Bahrain,BHR,Bahrain,0.106954351067543,0.509945571422577,0.804019331932068,0.400280714035034,2.50787205267615,-2.31252912932775,147.916060172904,,63.18,92.964,105.746531917281
2016,BB+,Bahrain,BHR,Bahrain,-0.0475358664989471,0.273154228925705,0.595875561237335,0.430527567863464,3.81499327422425,-4.40558716045662,132.822997902774,,77.366,95.557,108.970568555324
2017,BB+,Bahrain,BHR,Bahrain,-0.171065330505371,0.136660650372505,0.401158452033997,0.419615566730499,4.95383534123657,-4.30051876437292,136.429239810394,,84.029,96.881,109.423392852378
2018,BB-,Bahrain,BHR,Bahrain,-0.176260635256767,0.119608148932457,0.40541660785675,0.384083539247513,2.05258864979861,-6.15289066217846,144.075372574535,,90.384,98.907,108.37643913355
2019,BB-,Bahrain,BHR,Bahrain,-0.0380566231906414,0.245226383209229,0.471980392932892,0.464022487401962,2.05287774418655,-1.9640978432404,135.417543398211,,97.129,99.903,110.645666028351
2020,B+,Bahrain,BHR,Bahrain,-0.0929783880710602,0.390440106391907,0.614857494831085,0.454586416482925,-5.9113629524152,-9.05383693445987,135.460985012931,,125.7,97.58,107.099508285521
2021,B+,Bahrain,BHR,Bahrain,0.144483089447021,0.68239825963974,0.836070001125336,0.441515982151031,4.35004091668986,6.37213530677418,153.799316485108,,122.3,96.983,102.182925770143
2022,B+,Bahrain,BHR,Bahrain,0.139520317316055,0.639720022678375,0.970633506774902,0.43830931186676,6.18016125475185,14.7198235888135,167.141241152535,,111.648,100.508,106.623725875694
2023,B+,Bahrain,BHR,Bahrain,0.177784815430641,0.697198748588562,1.07798528671265,0.468770444393158,3.87811614845566,5.84398348945117,157.447854682297,,123.02,100.583,104.316918535405
2024,B+,Bahrain,BHR,,,,,,,,,,133.379,101.508,103.799206971111
2025,B+,Bahrain,BHR,,,,,,,,,,142.486,101.813,101.324758232005
2014,BB-,Bangladesh,BGD,Bangladesh,-0.892609238624573,-0.775071203708649,-0.95516049861908,-0.782356798648834,6.0610593588495,0.43715979764451,44.5140801968096,,28.683,183.164,
2015,BB-,Bangladesh,BGD,Bangladesh,-0.844677090644836,-0.752009570598602,-0.92024040222168,-0.769605338573456,6.55263987816197,1.32188871858147,42.0859963070382,,28.206,194.896,
2016,BB-,Bangladesh,BGD,Bangladesh,-0.88751894235611,-0.705847561359406,-0.811327993869781,-0.669500529766083,7.11347821270093,0.351171861174517,31.3341501346142,,27.72,206.427,
2017,BB-,Bangladesh,BGD,Bangladesh,-0.858602941036224,-0.752013146877289,-0.82475745677948,-0.679660320281982,6.59024999794057,-2.03756600416726,29.9997306724343,,28.306,217.657,
2018,BB-,Bangladesh,BGD,Bangladesh,-0.926822602748871,-0.762283682823181,-0.849186778068542,-0.649216711521149,7.31941263014136,-2.20783912081882,32.5146317240884,,29.553,230.243,
2019,BB-,Bangladesh,BGD,Bangladesh,-1.017209649086,-0.753539621829987,-0.937222182750702,-0.643474996089935,7.88191515117722,-0.839485005371134,31.5780544912404,,31.951,242.848,
2020,BB-,Bangladesh,BGD,Bangladesh,-1.00371217727661,-0.779491305351257,-0.906213521957397,-0.565531194210052,3.44801755122445,0.31894044196432,26.271447376215,,34.509,256.563,
2021,BB-,Bangladesh,BGD,Bangladesh,-0.986505091190338,-0.653351545333862,-0.84635329246521,-0.62569397687912,6.93867912442445,-3.78969259910934,27.7240047036631,,35.614,270.822,
2022,BB-,Bangladesh,BGD,Bangladesh,-1.07575178146362,-0.763355314731598,-0.927658915519714,-0.601690113544464,7.09982877575158,-3.13772027380242,33.7799672705735,,37.863,287.477,
2023,BB-,Bangladesh,BGD,Bangladesh,-1.12086641788483,-0.697334110736847,-0.914152979850769,-0.502657234668732,5.77511237007889,1.00306769537462,30.9829714104596,,39.726,313.396,
2024,B+,Bangladesh,BGD,,,,,,,,,,40.972,343.889,
2025,B+,Bangladesh,BGD,,,,,,,,,,40.273,378.381,
2022,B,Barbados,BRB,Barbados,1.28473830223083,0.428394287824631,0.476500302553177,0.359412461519241,17.2264626793379,,,-1.749,113.683,107.2,
2023,B,Barbados,BRB,Barbados,1.34458589553833,0.380443245172501,0.503107726573944,0.414195388555527,2.914357359625,,,-1.583,111.477,110.617,
2024,B+,Barbados,BRB,,,,,,,,,-0.843,104.805,112.2,
2025,B+,Barbados,BRB,,,,,,,,,-0.33,99.778,114.733,
2016,B-,Belarus,BLR,Belarus,-0.223861917853355,-0.513944447040558,-1.09083259105682,-0.767325043678284,-2.5264464460425,-3.37736852773592,125.209322899662,-0.084,53.482,701.547,
2017,B-,Belarus,BLR,Belarus,-0.241236239671707,-0.357744187116623,-0.85944265127182,-0.881673812866211,2.53218349471909,-1.74032515049902,133.367754723012,0.323,53.16,743.862,
2018,B,Belarus,BLR,Belarus,-0.155491337180138,-0.297942787408829,-0.815192759037018,-0.893020570278168,3.14919758275296,0.0381469405173492,139.393736250171,1.457,47.515,780.069,
2019,B,Belarus,BLR,Belarus,0.00689655169844627,-0.174483388662338,-0.673096418380737,-0.859413027763367,1.44645548204305,-1.93416658791779,130.850406102184,0.315,40.999,823.751,
2020,B,Belarus,BLR,Belarus,-0.134194105863571,-0.829658210277557,-0.799875795841217,-1.08517408370972,-0.672742918585868,-0.290687853658269,118.934176146534,-2.871,47.493,869.354,
2021,B,Belarus,BLR,Belarus,-0.25852045416832,-0.804153621196747,-0.928987920284271,-1.1214325428009,2.43886210234947,3.0672484923844,136.014167877476,-0.706,41.182,951.531,
2022,RD,Belarus,BLR,Belarus,-0.579731464385986,-0.851723372936249,-1.33121407032013,-1.22100031375885,-4.65839591328999,3.56177663896649,120.024207576094,-0.67,40.844,1096.534,
2023,RD,Belarus,BLR,Belarus,-0.665028035640717,-0.991465747356415,-1.41953349113464,-1.25094270706177,4.12654007153881,-1.40702772558194,131.584674884961,1.224,40.724,1151.552,
2024,RD,Belarus,BLR,,,,,,,,,0.513,39.888,1217.762,
2025,RD,Belarus,BLR,,,,,,,,,-0.758,35.781,1303.151,
2012,AA,Belgium,BEL,Belgium,1.55911040306091,1.67117416858673,1.22217035293579,1.44880962371826,0.215803612089744,-0.0829864949097406,160.383301425059,-3.81,104.335,97.668,98.4781960671756
2013,AA,Belgium,BEL,Belgium,1.60431730747223,1.70195496082306,1.28374707698822,1.45676612854004,0.305494549070232,0.969084734716924,157.573622782434,-3.228,105.032,98.891,100.199751303406
2014,AA,Belgium,BEL,Belgium,1.51272034645081,1.51735270023346,1.15288519859314,1.54851686954498,1.76554038149924,0.75121941048865,158.571610953523,-3.226,106.555,99.381,99.9500590718103
2015,AA,Belgium,BEL,Belgium,1.47445356845856,1.52944529056549,1.27396082878113,1.45622563362122,1.47416433731927,1.38017908454948,155.068682045926,-2.437,105.572,100.0,94.5148877078493
2016,AA-,Belgium,BEL,Belgium,1.53124380111694,1.39763832092285,1.32856822013855,1.39380347728729,1.19350273007754,0.558076934849911,159.057696611945,-2.256,105.475,101.772,97.4080973201326
2017,AA-,Belgium,BEL,Belgium,1.40419495105743,1.24078404903412,1.23354864120483,1.32062590122223,1.47446761556785,0.702363722625535,166.904078237791,-1.183,102.485,104.036,98.8502722484018
2018,AA-,Belgium,BEL,Belgium,1.42957329750061,1.22463178634644,1.25903940200806,1.33859252929688,1.87796847383565,-0.874098516086552,168.277692877218,-1.818,100.078,106.437,101.267431673117
2019,AA-,Belgium,BEL,Belgium,1.44879794120789,1.11331832408905,1.27653729915619,1.3361576795578,2.4428900448156,0.123098549898876,165.46547893199,-2.933,97.573,107.768,99.7998541890338
2020,AA-,Belgium,BEL,Belgium,1.44580173492432,1.07823526859283,1.34363579750061,1.32759404182434,-4.7929839083518,0.903941469932536,156.950121282783,-6.632,111.245,108.224,101.21679396579
2021,AA-,Belgium,BEL,Belgium,1.45520210266113,1.08557260036469,1.33185970783234,1.29177582263947,6.25445686466593,1.86830945601438,177.381892440073,-4.978,108.541,111.706,101.402625566855
2022,AA-,Belgium,BEL,Belgium,1.49497354030609,1.22718644142151,1.25295519828796,1.34823083877563,3.9562379757933,-1.82151513615887,191.179031303786,-4.405,102.701,123.246,101.119298881046
2023,AA-,Belgium,BEL,Belgium,1.3368444442749,1.03702199459076,1.16822481155396,1.29537487030029,1.71412195515242,0.18229339540671,165.846946501713,-4.357,103.249,126.073,102.592505073616
2024,AA-,Belgium,BEL,,,,,,,,,-4.636,104.705,131.523,103.687823280663
2025,AA-,Belgium,BEL,,,,,,,,,-5.579,107.502,134.905,105.512896506219
2019,B,Benin,BEN,Benin,-0.329359769821167,-0.490367919206619,-0.446330428123474,-0.675484120845795,6.86568662848335,-3.99948140400368,63.68133231423,,40.375,91.629,
