Friday_of_Week,NFCI,ANFCI,Risk,Credit,Leverage,Nonfinancial_Leverage
05/28/1971,1.38720762548771,1.92984119020355,1.53142809284601,-1.74899661447424,-0.737672589925222,-1.3228529192705
06/04/1971,1.30768339253818,1.75883951619886,1.46087010138971,-1.79189630455469,-0.692169781223211,-1.30468834231418
06/11/1971,1.20864217731165,1.50263176566837,1.36976023380961,-1.828722653057,-0.646811736112063,-1.28656417184105
06/18/1971,1.10638699539551,1.19674822565889,1.27395506160383,-1.85845859060008,-0.602028656563338,-1.26857752332784
06/25/1971,1.01786436932171,0.884479370622181,1.18993225462093,-1.8802628846603,-0.558224505338741,-1.25081384838234
07/02/1971,0.959456543447989,0.615740029218425,1.13374203046023,-1.89357414258775,-0.515844524933028,-1.23335172243517
07/09/1971,0.946568987008368,0.444011692843828,1.12030695198254,-1.8979652525601,-0.475279670189167,-1.21626035078865
07/16/1971,0.988834170857101,0.412386089986623,1.15902355948357,-1.89327620511886,-0.437016573230038,-1.19961525596796
07/23/1971,1.08878456379214,0.543567188752228,1.25232565564884,-1.87967841184476,-0.401424666026684,-1.18345830346899
07/30/1971,1.24115917280643,0.8333325873591,1.39498140692212,-1.85755891656759,-0.368855538768661,-1.16782478058228
08/06/1971,1.43186139774726,1.24512435918716,1.57326081474091,-1.82763104725681,-0.339686190594468,-1.15273056881969
08/13/1971,1.64054395396782,1.7186113135419,1.76736676274818,-1.79092302507393,-0.314168394184227,-1.13817311069521
08/20/1971,1.84484244618812,2.18465881895215,1.95569210335781,-1.74873079193522,-0.292591177382386,-1.12413487064936
08/27/1971,2.01910372079997,2.57034035917864,2.11372302620364,-1.70269591074008,-0.275225178308985,-1.11058684554568
09/03/1971,2.14795618162074,2.83045233828546,2.2267469266336,-1.6544130787471,-0.262222649849912,-1.09749052107973
09/10/1971,2.21735857647983,2.93566332957407,2.28157296455389,-1.60562345965912,-0.25377822881155,-1.08480227601233
09/17/1971,2.22649816944343,2.8905512792173,2.277873668443,-1.55798723275179,-0.250032318246398,-1.07247626305002
09/24/1971,2.17895538277065,2.7155096529175,2.21959733816656,-1.51305321976089,-0.251107632712154,-1.06046656421861
10/01/1971,2.08541758885145,2.44988296802924,2.11757772904098,-1.47219628529819,-0.257072255558306,-1.04873095172276
10/08/1971,1.95989461333622,2.13809882661223,1.98593896861525,-1.43665105014432,-0.267970895788211,-1.03723383233966
10/15/1971,1.82019313762322,1.82976296669384,1.84241885859701,-1.40741434280276,-0.283743116549174,-1.02594161655384
10/22/1971,1.68275805865464,1.56713797051506,1.70337112212992,-1.38530065783337,-0.304200334825889,-1.01482441258288
10/29/1971,1.56164961828566,1.38298089176671,1.58263146997609,-1.37080343462012,-0.329062787964279,-1.00385813055831
11/05/1971,1.46655442420624,1.29368088504363,1.48964820835731,-1.36423427628118,-0.357831553913386,-0.993018385363963
11/12/1971,1.4006995070536,1.29702926790644,1.42752138784204,-1.3657089585181,-0.389925296366803,-0.982279560039242
11/19/1971,1.36348112642172,1.3782785150059,1.3953639480784,-1.37506810180978,-0.424576409083339,-0.971613079904874
11/26/1971,1.34805504327824,1.50742640840633,1.38615170878379,-1.39202655335177,-0.460877220245811,-0.960984748338316
12/03/1971,1.34641610215278,1.65370046428215,1.39158923628508,-1.41606834269388,-0.497857847876433,-0.950352562024617
12/10/1971,1.34959443954648,1.78552460040983,1.40247000787954,-1.44661315032696,-0.534477489506235,-0.939665974081037
12/17/1971,1.34746063260885,1.87415902280314,1.40843489279388,-1.48294946305199,-0.569696406785603,-0.928863877292082
12/24/1971,1.33189509745172,1.90026959544616,1.40126275835821,-1.5242979925212,-0.602671807173279,-0.917874667962217
12/31/1971,1.29990469301156,1.86005040699978,1.37772964284272,-1.56980299450222,-0.632566840296621,-0.906619305877931
01/07/1972,1.24193592748009,1.74380346136554,1.32838840093574,-1.61862813182099,-0.658698196367054,-0.895014743651634
01/14/1972,1.16699334653721,1.57881887506143,1.26195393581924,-1.66985456352164,-0.680543962965451,-0.88296431631818
01/21/1972,1.07586041981503,1.38027838668908,1.17916429019493,-1.72258403239596,-0.69767532749873,-0.87038833924395
01/28/1972,0.975226220412091,1.17365473154731,1.08642344247971,-1.77586988750258,-0.709733691086544,-0.857210322387308
