Friday_of_Week,NFCI,ANFCI,Risk,Credit,Leverage,Nonfinancial_Leverage
09/13/1985,-0.130450525507941,0.139357088078267,-0.0677054468640874,-0.394415043809097,-0.101813865068503,0.787715780613289
09/20/1985,-0.135409685244299,0.134884353999119,-0.0707543240692405,-0.397543416243715,-0.131180900682348,0.797783213340124
09/27/1985,-0.151052465751985,0.113400427765404,-0.0843813309709646,-0.397449815930809,-0.162614766287491,0.808042898741765
10/04/1985,-0.176660307065863,0.074388549187257,-0.108094556321037,-0.394657498996611,-0.195368795879054,0.818202215921879
10/11/1985,-0.208863126039717,0.0217614528938343,-0.139235526263514,-0.389766414039447,-0.228174170638512,0.827922281429564
10/18/1985,-0.244047299718988,-0.0391433700064302,-0.17445974296685,-0.38336584139865,-0.260159990702323,0.83691431937396
10/25/1985,-0.27837076778611,-0.100073561068505,-0.209975354123083,-0.376156870316164,-0.29053408791791,0.844905155746914
11/01/1985,-0.30803216330709,-0.150104786070153,-0.241786037738449,-0.368896122801221,-0.318549937406653,0.851658978965382
11/08/1985,-0.33000075260132,-0.179943446764053,-0.266628476947995,-0.362248675218582,-0.343701464450814,0.856993415036758
11/15/1985,-0.342724523475108,-0.184310826516986,-0.282037568093231,-0.357041449698152,-0.365669066667276,0.860782532792348
11/22/1985,-0.345142090915368,-0.162534601877677,-0.28648686612611,-0.353864078874408,-0.384199673716685,0.862957036279472
11/29/1985,-0.338722868068059,-0.122833884187732,-0.280854663324665,-0.353212729452891,-0.399250122567367,0.863508223549661
12/06/1985,-0.325633688629451,-0.0763724214876622,-0.26696199255313,-0.35540599541564,-0.410787346511883,0.862483506781415
12/13/1985,-0.308613222101302,-0.0339489614737746,-0.247636754140147,-0.360464125568151,-0.418792833403002,0.859984423898919
12/20/1985,-0.291218889305909,-0.00433075662650434,-0.226381817551636,-0.368325078224538,-0.423599404598457,0.856164025778916
12/27/1985,-0.274917188297685,0.0122491221282513,-0.205222646402521,-0.378663804981961,-0.425292419115155,0.851213391847393
01/03/1986,-0.263440836367226,0.013305915550062,-0.188322423744494,-0.391049316327974,-0.424160964165906,0.845337057479572
01/10/1986,-0.257026922933443,0.00187195218223415,-0.176926891204512,-0.404890944414721,-0.420318328305547,0.838786165972469
01/17/1986,-0.256124238401652,-0.0206112921960564,-0.171808672989374,-0.419567438806363,-0.414497097994007,0.831779672561346
01/24/1986,-0.260460868354385,-0.0536129526800975,-0.1734671982125,-0.434521831309732,-0.406744787152559,0.824525684740718
01/31/1986,-0.269351010926534,-0.096409533552735,-0.181200192173086,-0.449403901109271,-0.397630547819929,0.817209453888234
02/07/1986,-0.280241078686106,-0.141972238843461,-0.19276167576251,-0.463770335050742,-0.387531303093136,0.809985332039134
02/14/1986,-0.291438493290966,-0.180382535049767,-0.205870621922649,-0.477679751799644,-0.376848045071496,0.802975790881993
02/21/1986,-0.301669825785095,-0.203489553737639,-0.218804107175495,-0.491144632715382,-0.366017487346494,0.796274992063294
02/28/1986,-0.310367114975003,-0.205777633384714,-0.230264726078307,-0.504321062183234,-0.35548855187129,0.789950337821064
03/07/1986,-0.317905306373055,-0.188439974066956,-0.23985388904984,-0.517436719803391,-0.345620440866362,0.784046790390948
03/14/1986,-0.325596971019583,-0.161066425292289,-0.248346768658537,-0.530476470621018,-0.336789782438828,0.77859222343211
03/21/1986,-0.334598232659663,-0.135066686517841,-0.256379111237644,-0.543554334373477,-0.329010178142559,0.773600873021519
03/28/1986,-0.346749258947296,-0.121309551476104,-0.265655458035065,-0.556498080587844,-0.322121628744537,0.76907936234333
04/04/1986,-0.363869736414401,-0.126108276675392,-0.277913585664565,-0.5690811156083,-0.315815555818738,0.765028279733342
04/11/1986,-0.384914859061952,-0.143911478333348,-0.292558538983688,-0.580761120146874,-0.309599749555636,0.761451347009744
04/18/1986,-0.408470360121841,-0.165739065700105,-0.308885926582299,-0.59082270129698,-0.302712627575159,0.758340522422555
04/25/1986,-0.432919631029555,-0.183092955115892,-0.326195231303399,-0.598389312963902,-0.294373813519521,0.755690840299053
05/02/1986,-0.454872836381821,-0.185801184124387,-0.342288520943692,-0.60248874682441,-0.28363618442419,0.75349590247579
05/09/1986,-0.472352412712489,-0.169405628569328,-0.356517023229375,-0.602042189416232,-0.269808449852094,0.7517517275252
05/16/1986,-0.483738431010036,-0.135296990656436,-0.367783653384012,-0.596570894628574,-0.252249001413586,0.750459221293444
05/23/1986,-0.488363995835239,-0.0845132784040142,-0.376091042177916,-0.585741458209227,-0.230535105403422,0.749627410560413
05/30/1986,-0.486647125197439,-0.020581385599876,-0.3817646900946,-0.569843828732128,-0.204618578095187,0.749275446634309
06/06/1986,-0.479871605188104,0.0512655612013275,-0.385619817287578,-0.549599173608839,-0.174768535042015,0.749434929428182
06/13/1986,-0.469797999150869,0.125273146616135,-0.38868589331401,-0.526151086449627,-0.141329378242541,0.750152232700517
06/20/1986,-0.459997709819124,0.191370636424483,-0.393229061111993,-0.501099604864606,-0.105018546370924,0.751489128023129
06/27/1986,-0.454367532098329,0.237939402130455,-0.401858396092333,-0.476203937695549,-0.066462036120642,0.753519467547928
07/04/1986,-0.45521052761449,0.256781770308255,-0.415699404452404,-0.453233735449722,-0.0262345712107531,0.756331311604146
07/11/1986,-0.463480379399705,0.243447145103111,-0.434512961913957,-0.433893251637934,0.0151525071994981,0.760025941279678
07/18/1986,-0.479821280288454,0.195553373752771,-0.458287159635091,-0.419340323189938,0.0572498459325758,0.764695943303714
07/25/1986,-0.502554496986081,0.119177856953087,-0.485093654568952,-0.410246414946018,0.0997620418391933,0.770435487056228
08/01/1986,-0.528442381620008,0.0258579240841925,-0.511764360186588,-0.406854576437595,0.142615514388863,0.777327865261338
08/08/1986,-0.553673217887627,-0.0707517644197749,-0.535187609745583,-0.408437424383111,0.18557247312454,0.785434896947906
08/15/1986,-0.575928602114468,-0.15603911827019,-0.553119622192353,-0.414394196279563,0.228540987086,0.794791921905201
08/22/1986,-0.591620011523239,-0.215353516556398,-0.562718410834859,-0.423372831319565,0.271330902105742,0.805401609424757
08/29/1986,-0.598775024296931,-0.240421553871474,-0.562626526572897,-0.433746317841183,0.313635604704091,0.817226418657698
09/05/1986,-0.597479636716938,-0.230804972235323,-0.553524925666611,-0.443777912497307,0.355184023830899,0.830187126129797
09/12/1986,-0.588230240102209,-0.191897110295104,-0.536736948254049,-0.451553851818909,0.395605230957445,0.844157948711419
09/19/1986,-0.575780655291791,-0.141286215294979,-0.517431005284405,-0.455521657633189,0.434458369886154,0.858965011803218
09/26/1986,-0.562533888282553,-0.0916855166662733,-0.498483287512417,-0.454492779604422,0.47149415711809,0.874395087265121
10/03/1986,-0.55147523783278,-0.0541868503689285,-0.48297752612177,-0.44778330760178,0.506209554511126,0.890217551188455
10/10/1986,-0.545041312861795,-0.0368743947010539,-0.473561304866756,-0.435185428887153,0.538378812753734,0.906142278557976
10/17/1986,-0.543770289741552,-0.0388434070088845,-0.470762488592385,-0.41694420786268,0.567413819988643,0.921921660494959
10/24/1986,-0.54614237051434,-0.0537163695668662,-0.473470478201596,-0.393639668032005,0.59304706205005,0.937311036412204
10/31/1986,-0.550947114004347,-0.0776578316005059,-0.480450575777362,-0.366305076955147,0.614635417505578,0.952089551221663
11/07/1986,-0.556661115523602,-0.106473637704858,-0.490572946850123,-0.335764060904756,0.631605753530445,0.96606877024985
11/14/1986,-0.561275213155412,-0.135583688951218,-0.501347511575739,-0.303962159299198,0.643263842201421,0.979092491874567
11/21/1986,-0.562225735061515,-0.159167188971274,-0.510259293646628,-0.271812335069276,0.648977350885938,0.991032433866789
11/28/1986,-0.559394371957806,-0.172650700268922,-0.516589699263409,-0.240557355683975,0.648130177548873,1.00178774628219
12/05/1986,-0.552507536321413,-0.171988854106607,-0.519402999369693,-0.211214905954988,0.640282013155416,1.01127918303419
12/12/1986,-0.542813730189698,-0.158149941131269,-0.519505275704184,-0.184338923380256,0.625214162115276,1.01944421369603
12/19/1986,-0.530960334945995,-0.134303009516174,-0.516767616303378,-0.160493200180483,0.602924028436809,1.02623466059976
12/26/1986,-0.518580705674575,-0.108404722391665,-0.512123882326829,-0.140142986485157,0.573922684470686,1.03161178393002
01/02/1987,-0.509269670095747,-0.0935459732770165,-0.508127029316773,-0.123654286009496,0.53858480587738,1.03553635477633
01/09/1987,-0.502031517545277,-0.0910684336541841,-0.503632580919291,-0.111176648263921,0.498390166737057,1.03798054182537
01/16/1987,-0.497843366293845,-0.0996580363952973,-0.497877089571853,-0.103281521929268,0.453777176129188,1.03892415723534
01/23/1987,-0.495996522700558,-0.113562789101913,-0.490288399764745,-0.0998384408472846,0.406523408884729,1.03835496822562
01/30/1987,-0.495207831192967,-0.126749781587231,-0.479184142907436,-0.100770620541611,0.35777053694004,1.03627524846875
02/06/1987,-0.492709920426535,-0.134913600019067,-0.461849307603375,-0.105829868148361,0.308826214987734,1.03270815138136
02/13/1987,-0.485339728650567,-0.138919427220439,-0.435693519735645,-0.114444123776232,0.260898962147889,1.02770003209534
02/20/1987,-0.469507048036175,-0.139787358468043,-0.397238528787308,-0.126239198968891,0.214901749920408,1.02132457109135
02/27/1987,-0.443922690358204,-0.14112098493544,-0.345505632375992,-0.14069378221711,0.171491987655166,1.01368693096654
03/06/1987,-0.405287353003368,-0.137368930722615,-0.277732181001277,-0.157156490886191,0.131116449640226,1.00492341917651
03/13/1987,-0.349439142082844,-0.115312175059455,-0.190610070851294,-0.174942028697679,0.0940780999330968,0.995204404146849
03/20/1987,-0.274710705575854,-0.0635625243578767,-0.0829182301191739,-0.193277377981079,0.0604127891593157,0.984732936680019
03/27/1987,-0.18139880511796,0.0238574339260855,0.04390300969702,-0.211286678078948,0.0300736854835945,0.973737456470148
04/03/1987,-0.0706935409813124,0.14862348835297,0.187815835403401,-0.228103350621888,0.00285950462878832,0.962450981500997
04/10/1987,0.0511926100910588,0.303802756806919,0.341791375291173,-0.242685971634174,-0.0214474551811354,0.951147920176255
04/17/1987,0.178664789306188,0.480307923881098,0.499473482469039,-0.25440454031723,-0.0432584903439163,0.940053313432202
04/24/1987,0.302301186893089,0.664604948671525,0.650493263178074,-0.262764131713159,-0.0626350551455228,0.929380680445022
05/01/1987,0.411841467737318,0.8417570013496,0.783968879773232,-0.267433791687963,-0.0800086017170701,0.919312019311248
05/08/1987,0.503236768316189,1.00368901728064,0.894674461278783,-0.268475405164512,-0.0953728503844731,0.909992270911253
05/15/1987,0.568663143472186,1.12955553182656,0.9743660658548,-0.266261144597523,-0.108867544791168,0.90153032748575
05/22/1987,0.60794603936627,1.21032103285106,1.02248873714707,-0.261333192937849,-0.120424342266217,0.894003123336415
05/29/1987,0.615615407969905,1.22873187106696,1.03329447238238,-0.254558318318949,-0.129658176176763,0.887457085312753
06/05/1987,0.5961698948163,1.19187351679211,1.01162639254617,-0.247075004399712,-0.136148097347405,0.881913593481621
06/12/1987,0.554066659703651,1.11343761375887,0.962482309223546,-0.240041839284629,-0.139036339954985,0.87737370852877
06/19/1987,0.491636224122047,1.00833703172488,0.889424602158669,-0.234610684643212,-0.137226676788609,0.873821041065329
06/26/1987,0.418272215488116,0.897905814434187,0.801310630607753,-0.23179576560502,-0.129478130343448,0.871229293412354
07/03/1987,0.338282106617203,0.792014951577426,0.706051463624571,-0.232266124185258,-0.114363140679776,0.869564917664138
07/10/1987,0.257962586377253,0.689441006938911,0.609782501543465,-0.236445663772639,-0.0902188102777523,0.868788967591366
07/17/1987,0.179456301221893,0.581431991480039,0.518012824636596,-0.244322967754736,-0.055702686642665,0.868852989281644
07/24/1987,0.106988721380026,0.466508595229259,0.436343884225018,-0.255307537017048,-0.00947920680031952,0.869708834024276
07/31/1987,0.0460659577212074,0.354922368811283,0.371142948786031,-0.268450506731036,0.0493391572489067,0.87130253700049
08/07/1987,0.00315355192548005,0.266208416526332,0.329189302052825,-0.2825454939459,0.121386909623209,0.873576698943867
08/14/1987,-0.0183647983569605,0.215102097469421,0.314244585284002,-0.29586836790125,0.206591868954701,0.876468571262215
08/21/1987,-0.00876335017182978,0.220115182089094,0.334419677941196,-0.3068842003202,0.304398208316774,0.879909590282967
08/28/1987,0.0342212738338692,0.279068146827069,0.390940509562751,-0.313978014927562,0.413482827137713,0.883824185473868
09/04/1987,0.111332341092604,0.387121304640386,0.484511572644575,-0.315735611267002,0.531803910165965,0.888128791504245
09/11/1987,0.216085899731521,0.528996606633537,0.607065457475572,-0.311281157879864,0.656571617477458,0.892731854074731
09/18/1987,0.344108101374963,0.702555336490379,0.752913370299775,-0.300119844753868,0.784492357514041,0.897533310301554
09/25/1987,0.486510021812914,0.904800657145451,0.912101701968796,-0.282273883531928,0.911393685143427,0.902425319341692
10/02/1987,0.636837288387859,1.13246101163136,1.07705762690946,-0.258486413359438,1.03301961905737,0.907294745647433
10/09/1987,0.782364228465825,1.36034657116906,1.23395877711619,-0.230059423343312,1.14502725619038,0.912030988328568
10/16/1987,0.91291890161235,1.5586428839775,1.37281156048841,-0.198697472160406,1.24257451253451,0.916511466212764
10/23/1987,1.02017091185564,1.69969687494598,1.48503744319296,-0.166178910479653,1.32241933465319,0.920640722002737
10/30/1987,1.09699001232728,1.75979791828079,1.56297661021546,-0.134914295537854,1.3811395497946,0.924332491070851
11/06/1987,1.13668008261232,1.74142304093717,1.60219808825008,-0.106808150436115,1.41746795502212,0.927519897340692
11/13/1987,1.14751115280194,1.68022101977867,1.60992682848654,-0.0829217351569541,1.43097501316375,0.93015843050463
11/20/1987,1.13563735178683,1.61030971783078,1.59241496248358,-0.0639327266867368,1.42217730737918,0.932225576960089
11/27/1987,1.10332801790422,1.55164773823909,1.55191959591609,-0.0497999029314119,1.39248706491283,0.933719419550261
12/04/1987,1.05615364574641,1.51166217415983,1.49357530779799,-0.0400391870700431,1.34406106304694,0.934658607031462
12/11/1987,0.991519592825341,1.46601690813902,1.41452213245467,-0.0338940216437411,1.27934260880708,0.935079696979631
12/18/1987,0.915556356371083,1.40344138302955,1.32070076783719,-0.0304538001283373,1.2013300359568,0.935035573557342
12/25/1987,0.828253555716428,1.30739900070452,1.21244087603438,-0.0289585872717834,1.11293134178294,0.934593748412585
01/01/1988,0.733974562950296,1.18240900044231,1.09467219672114,-0.0287975741996794,1.01715163976846,0.933831033594937
01/08/1988,0.635964683225281,1.04419685316629,0.971475516713275,-0.0294584089592629,0.916739531360169,0.9328283462428
01/15/1988,0.540140982113462,0.912775644233322,0.849822892046653,-0.0306789194405389,0.814579350205056,0.931677338730142
01/22/1988,0.44682441594122,0.791845733948981,0.731261871222583,-0.0325087235020446,0.713066638155384,0.930462586722202
01/29/1988,0.359838523284002,0.682583882825514,0.621098702402421,-0.0352024867562442,0.614266737101891,0.929264964098536
02/05/1988,0.281918110337393,0.5804950762106,0.523225561267833,-0.0390538977839049,0.520365134129456,0.928160047046988
02/12/1988,0.216635559692352,0.484043241671278,0.441686340437598,-0.0441005427446393,0.432870655438985,0.927214121842263
02/19/1988,0.166753891417083,0.399416625243783,0.380004825451931,-0.0506110845929811,0.353217902201732,0.926483261586904
02/26/1988,0.13159664190706,0.334207420869948,0.337374534566066,-0.0584676990583789,0.282539693350032,0.926013197800671
03/04/1988,0.111283720978994,0.2977049296208,0.313579055942218,-0.0674057778851145,0.221403047493628,0.925838359061978
03/11/1988,0.105286129811338,0.293484527251048,0.307327496336928,-0.0770501436248204,0.170161355448753,0.925981997870652
03/18/1988,0.112724650406965,0.317967079861694,0.316908905727471,-0.0870083252033162,0.128856490079342,0.926456290804154
03/25/1988,0.129407460925079,0.357262795691341,0.33730373731884,-0.0968299401543063,0.0970814047559056,0.927261735937408
04/01/1988,0.15368004313313,0.405394447032739,0.365997803561796,-0.106064554669546,0.074231239771829,0.928388440863277
04/08/1988,0.181958351411319,0.454790845128515,0.398679139771507,-0.114375639664973,0.059494742729951,0.929819065490677
04/15/1988,0.208124406048044,0.499757194883143,0.429065071188664,-0.12164994820847,0.0519089424407615,0.931524674607507
04/22/1988,0.230363328367009,0.540538115001406,0.455262896597369,-0.127918256156705,0.0501881789453303,0.933471181295404
04/29/1988,0.244622450380196,0.571905504138687,0.473161447176317,-0.133303167346171,0.0533753779827486,0.93561917506295
05/06/1988,0.251744444835574,0.591842745923987,0.483779531980335,-0.138034079014232,0.0603282588874386,0.937924038993538
05/13/1988,0.253962305639307,0.599057467888043,0.489670275001593,-0.142540780588726,0.0699822910467322,0.940336486947543
05/20/1988,0.253233957757748,0.594123110074848,0.492982932313424,-0.147067632491408,0.0815375909172597,0.942803710393178
05/27/1988,0.252546375669387,0.582557633722488,0.496950298507496,-0.151829734190508,0.0940577631843417,0.945269309540304
06/03/1988,0.255477258518587,0.57544363345463,0.50537168203298,-0.157018693571449,0.106883630543829,0.94767374764962
06/10/1988,0.263390209138417,0.578254219299198,0.519603625386982,-0.162664919397968,0.119404094894111,0.949955074264325
06/17/1988,0.277746008014157,0.594675381795918,0.541147757226072,-0.168655366708359,0.130997242415677,0.952048977355592
06/24/1988,0.299313894594286,0.623327144617263,0.570693964196395,-0.174818896124632,0.141163646328964,0.953890088807307
07/01/1988,0.326785842428681,0.658849077337259,0.606515878576082,-0.180728298740531,0.14958343304003,0.955414536283276
07/08/1988,0.356589202628474,0.692730278505414,0.644578306399499,-0.185808746068586,0.155836027815653,0.956560797593971
07/15/1988,0.385410069126403,0.723164411088289,0.681159244079891,-0.18955460405173,0.159597938537321,0.957268382318471
07/22/1988,0.409984352720259,0.748112300993152,0.711994165072476,-0.191172594869291,0.160789790146385,0.957491834396506
07/29/1988,0.426223766515889,0.764301678729184,0.732251892760621,-0.190033212186417,0.159303985757411,0.957194235421863
08/05/1988,0.433192808533723,0.770228685816102,0.740135762349902,-0.18558815421021,0.155297372112093,0.956352624249342
08/12/1988,0.429983830839103,0.759313644407275,0.734079007988782,-0.17759442274813,0.148948208796549,0.954961979207867
08/19/1988,0.416996007906914,0.726009073281622,0.714049543544041,-0.165884063604686,0.140634817175716,0.953035732304237
08/26/1988,0.394727690954904,0.668696969040791,0.680759987440764,-0.150847214389597,0.130719051812999,0.95060682824466
09/02/1988,0.366616415800579,0.595954534910353,0.638186414387034,-0.133116494276108,0.119589742801483,0.947729200802677
09/09/1988,0.33473925041818,0.51831612248249,0.589349769002191,-0.113674607076522,0.107699972962721,0.94447668815238
09/16/1988,0.303508434545509,0.45200397823635,0.540205806809388,-0.093788741583832,0.0954299727084709,0.940943414645741
09/23/1988,0.27565973873349,0.404619689282287,0.494666011611963,-0.0746233076375462,0.0832708159564912,0.93724253241266
09/30/1988,0.251504470557054,0.375421691753707,0.454423102103036,-0.0573072584238093,0.0715562889338977,0.933500266202957
10/07/1988,0.230810157478601,0.356510925722887,0.420297233529334,-0.0427266894474625,0.0606143612344602,0.929848190504957
10/14/1988,0.212965756384504,0.338262514367175,0.392206110776642,-0.0311807088919015,0.0506060615062126,0.926435636363977
10/21/1988,0.197483775111076,0.315203998938391,0.369691389703574,-0.0226302468019616,0.041695512280427,0.923389636384501
10/28/1988,0.184200940233648,0.289128125493206,0.352136760882079,-0.0166635250060052,0.0340365710123837,0.920829489524554
11/04/1988,0.172993772202717,0.26589294990512,0.338649590653917,-0.0125117151708844,0.0276208251316933,0.918856803037767
11/11/1988,0.164385779140182,0.252026342093115,0.328612608350372,-0.0092147369164479,0.0224789474044533,0.917548640627138
11/18/1988,0.157511753830834,0.24771165499234,0.320169814528756,-0.00581434594033642,0.018648010255004,0.916956076004953
11/25/1988,0.152817687360663,0.249853902816186,0.312912988776889,-0.00152022213801589,0.0160264844469414,0.917103718399199
12/02/1988,0.148682187946457,0.250541124044352,0.304765722862306,0.00425318490249206,0.0144897530976452,0.917987747617246
12/09/1988,0.145588879210308,0.244824303337987,0.296123486963758,0.0117827841814903,0.0138409339206289,0.919577570034159
12/16/1988,0.142320159942046,0.232420155575184,0.286530461646511,0.0208347729653195,0.0137507291987283,0.921816231624946
12/23/1988,0.140337972724347,0.218556411324788,0.278019606878502,0.0311698152590725,0.0139743043193904,0.924621334912735
12/30/1988,0.139458345786715,0.207343114142188,0.271534030980728,0.042342991152928,0.0140422088935259,0.927891156677523
01/06/1989,0.141828761766665,0.203632299649369,0.270124616638013,0.0539224951399052,0.0136630067922762,0.931514127332822
01/13/1989,0.148743621752106,0.207595533782131,0.275997152561596,0.0655474987687146,0.0124961607104622,0.935355098012381
01/20/1989,0.162255927065659,0.21871405972206,0.292013284874975,0.0769834476240225,0.010198835725832,0.939290000520584
01/27/1989,0.185567358377364,0.239914212923529,0.321428781432454,0.0881885889487985,0.00653913173073355,0.943196397875696
02/03/1989,0.221553515329973,0.278280896458955,0.366941493314651,0.0993503819350842,0.00150993208346773,0.946959282009839
02/10/1989,0.271100702915484,0.341497544039526,0.428741493583066,0.110734434540875,-0.00493539012400591,0.950476232659499
02/17/1989,0.334035412775108,0.435567226348976,0.505249104351405,0.122823578121971,-0.0125434533485043,0.953659046376303
02/24/1989,0.406161647957332,0.556116638830422,0.590546651550653,0.136053565085696,-0.0208790118397748,0.956433572259899
03/03/1989,0.483874307341417,0.693694780480783,0.679601681100357,0.150683668043361,-0.029575702769192,0.958740996642906
03/10/1989,0.559619650088937,0.827399337446636,0.763244495062873,0.166675355364001,-0.0379035520892289,0.960537418183674
03/17/1989,0.628117160292598,0.941185998540665,0.835247727337974,0.183795895171893,-0.0454739161630398,0.961793370106162
03/24/1989,0.68186628263015,1.02016779550475,0.887555979654775,0.201651043411211,-0.0518563683265965,0.962494652379638
03/31/1989,0.71513130263572,1.05775945431187,0.914466354714178,0.219623104508728,-0.0567421739821985,0.962640705939505
04/07/1989,0.725110020999223,1.05658835741603,0.913889892290241,0.236997371912266,-0.0600190906807272,0.9622420434348
04/14/1989,0.710610796830498,1.02084687138982,0.886196968953796,0.25302893881237,-0.0618355450886193,0.961323758408093
04/21/1989,0.671996131149537,0.952403943679658,0.832911398739299,0.267314255105078,-0.06215788939247,0.959924216915155
04/28/1989,0.617657686780676,0.859666481506817,0.763083587776988,0.27969221926138,-0.0612586382101286,0.958091476819424
05/05/1989,0.550733712368558,0.745286825696352,0.68263911213427,0.290065062259594,-0.0593519342044426,0.955885905980393
05/12/1989,0.481250797620981,0.620967621235206,0.599921103299385,0.299092052565561,-0.0567228007562939,0.953379541027682
05/19/1989,0.414973943840808,0.500183981380271,0.521351368373085,0.307147144402207,-0.0535834842708994,0.950654247461933
05/26/1989,0.359174526045121,0.402008199555246,0.453953361206576,0.314715537227044,-0.0501657139632199,0.947801242717559
06/02/1989,0.317052488842218,0.339567238729329,0.400640223611142,0.322172785347608,-0.0466269116700931,0.94491993231427
06/09/1989,0.2891272121943,0.316192837904951,0.361637620711973,0.329793167266508,-0.0430089996681465,0.942115719644218
06/16/1989,0.272139663919486,0.32214588045534,0.333994499706938,0.33766687305047,-0.0395031463494801,0.939498941911445
06/23/1989,0.262081927554732,0.337709095709699,0.313661996683137,0.345782266342627,-0.0359946317423192,0.937181645791823
06/30/1989,0.253414660804318,0.340255221248838,0.295530137025854,0.35391565908351,-0.032389465487438,0.935272136550192
07/07/1989,0.243703226712615,0.317987155827852,0.277830554103794,0.3617701389339,-0.0287860770656106,0.93387221817162
07/14/1989,0.230390452131834,0.266301206583171,0.258323727090367,0.369267782220862,-0.0249787673629279,0.93307948575101
07/21/1989,0.216172152795977,0.200789495402647,0.240073826558531,0.376354735074438,-0.020775746509677,0.932962187677892
07/28/1989,0.204248819575091,0.141433305572385,0.226253712233261,0.38329829735393,-0.0158184659985905,0.933570101819161
08/04/1989,0.19686709190679,0.103939862339817,0.219116110118004,0.390294835412922,-0.00978134811202229,0.934925367777062
08/11/1989,0.199101262976485,0.102593923668155,0.222562717128277,0.398187325605046,-0.0022915040069163,0.937015689587855
08/18/1989,0.211507561980679,0.136689532158425,0.236921835572839,0.407187124252242,0.00720230019182944,0.939794214518371
08/25/1989,0.233923931161793,0.198952265140791,0.261035606050811,0.417841727004677,0.0189185476219684,0.943178283869119
09/01/1989,0.264787314079187,0.280300815603136,0.292652927249791,0.430355931426223,0.0330545392373263,0.947047939871035
09/08/1989,0.299223748748699,0.369810836882671,0.326131261774293,0.444891865027197,0.0497063012929622,0.951248826462679
09/15/1989,0.333078561904767,0.457540708620271,0.356723143631502,0.461303979124271,0.068886172294771,0.955592552262039
09/22/1989,0.359783843178871,0.532350356214715,0.377646881958471,0.479166307390386,0.0904084695184677,0.959860679843476
09/29/1989,0.376692870247593,0.586272191942318,0.38613921368186,0.497912187568798,0.114062935153703,0.963816837306604
10/06/1989,0.379714468916341,0.60835650802316,0.378187551274993,0.516939260176847,0.139541393578008,0.967219459748116
10/13/1989,0.366857792776162,0.591018192773774,0.352272658371102,0.535588617607184,0.166427632304277,0.969804004995866
10/20/1989,0.33885724131468,0.537011997421711,0.309938178302735,0.55319052601121,0.194064056966797,0.971354150555793
10/27/1989,0.298012490735445,0.45404822848417,0.253908925698167,0.569302193744893,0.222303823860814,0.971675384775145
11/03/1989,0.248261169205842,0.355973986452054,0.188919401190818,0.583592775361385,0.250589300159589,0.970615056042454
11/10/1989,0.195585832055032,0.260136296582024,0.121238390617601,0.59620676118229,0.278688603892808,0.968076715319555
11/17/1989,0.144064564185542,0.175232439409339,0.0559597839688392,0.606870730221269,0.306156512391741,0.964022395405521
11/24/1989,0.0986174287024635,0.107498141032062,-0.00154596679972011,0.615791348390651,0.332542318764721,0.958474471853092
12/01/1989,0.0622633143364119,0.0562230711520935,-0.0476937636493131,0.623147236626571,0.35733106450786,0.951519611505976
12/08/1989,0.0370768832895277,0.0175841438575831,-0.0802025167305924,0.629274686245608,0.380020558342207,0.943304752998188
12/15/1989,0.0230346844540207,-0.00962053741586135,-0.0987875415775101,0.634489583821839,0.399871556343976,0.934036626839823
12/22/1989,0.0192705496369825,-0.0259573682410119,-0.104700187927735,0.639382511251408,0.41625904234536,0.923978204064216
12/29/1989,0.0231033714856876,-0.033436144161933,-0.101130284986428,0.644621793538735,0.428412535978642,0.913430935495707
01/05/1990,0.0328665699390202,-0.0316912616357321,-0.090606760288776,0.650845741056181,0.435807369613371,0.902714201036299
01/12/1990,0.0445542768641019,-0.0275299606597226,-0.0781358173948717,0.658807391183512,0.437645579392193,0.892196604628558
01/19/1990,0.0544391189635717,-0.029181565348001,-0.0682666218393614,0.668987071485676,0.433467104558918,0.882195580542777
01/26/1990,0.0616954293274864,-0.0399852106239527,-0.0626002099925509,0.68156856526888,0.423137127670417,0.873010976245762
02/02/1990,0.063613301379298,-0.0642232545552477,-0.0639757011017709,0.69638243465863,0.406361187086951,0.864901821262054
02/09/1990,0.0608793952918762,-0.0979633230616438,-0.0715715035352755,0.712820908217478,0.383402052960359,0.858067584688562
02/16/1990,0.0551937445118929,-0.133417832562831,-0.0831254271481453,0.729928005085535,0.35461044079379,0.852643837605445
02/23/1990,0.0486949190821795,-0.163484023080862,-0.0954879590001982,0.746476014276664,0.320519028865735,0.84870072619233
03/02/1990,0.044122277718567,-0.18270318516754,-0.1055793974071,0.761689573228166,0.282040037922063,0.846237725264304
03/09/1990,0.0433158131246618,-0.189937832350815,-0.110979878347929,0.774729110159992,0.240194408888663,0.845187711281324
03/16/1990,0.0488092845327924,-0.183820722090267,-0.109002913195042,0.785132088783268,0.196274430449009,0.845418183368585
03/23/1990,0.0596456397700847,-0.167875764992586,-0.100716058545628,0.792766082654002,0.151796271494462,0.846734028458311
03/30/1990,0.0746355463375576,-0.14179181828349,-0.0872591542237656,0.797526428379631,0.108365313341761,0.848893230064007
04/06/1990,0.0912418995892572,-0.106126922278575,-0.0718192863330788,0.799759702943608,0.067812031393029,0.851633909240701
04/13/1990,0.10387372737426,-0.0664627680631177,-0.0601971542760102,0.799833618423749,0.0321102658353956,0.854637124975462
